Id,Complete Name,Department,Employement Status,Location,% terminated,Age,Birthdate,Gender,Hire Date,Jobtitle,Location City,Location State,Termdate
96-6760210,Lotta Robilliard,Accounting,Active,HQ,0,28,2/25/1994,Male,11-11-2009,Quality Engineer,Cleveland,Ohio,
48-6445878,Dalt Wardhough,Accounting,Active,HQ,0,30,7/19/1992,Male,02-01-2016,Quality Engineer,Cleveland,Ohio,
32-3088719,Marijo Melson,Accounting,Active,HQ,0,38,10-08-1984,Male,26-01-2018,Quality Engineer,Cleveland,Ohio,
87-3068418,Sigismund Lofts,Accounting,Active,HQ,0,43,08-09-1979,Male,27-08-2001,Recruiting Manager,Cleveland,Ohio,
21-6092268,Sephira Peschet,Accounting,Terminated,HQ,0,41,3/29/1981,Male,21-05-2020,Research Associate,Cleveland,Ohio,
86-4025865,Maximilianus Keizman,Accounting,Terminated,HQ,0,35,06-02-1987,Male,21-04-2002,Senior Developer,Cleveland,Ohio,
95-8774989,Adrianne Ganter,Accounting,Active,HQ,0,20,12-03-2002,Male,28-07-2002,Senior Developer,Cleveland,Ohio,
47-7351621,Timothee Bindin,Accounting,Active,HQ,0,47,1/18/1975,Male,14-02-2003,Senior Developer,Cleveland,Ohio,
21-9895343,Caro Coldrick,Accounting,Active,HQ,0,22,6/30/2000,Male,27-04-2003,Senior Developer,Cleveland,Ohio,
81-9850183,Kristy Gorries,Accounting,Active,HQ,0,23,2/28/1999,Male,02-11-2003,Senior Developer,Cleveland,Ohio,
78-0764348,Hunfredo Hrinchenko,Accounting,Active,HQ,0,34,03-03-1988,Male,12-03-2008,Senior Developer,Cleveland,Ohio,
93-8088108,Devina Salzburg,Accounting,Active,HQ,0,46,8/13/1976,Male,04-11-2009,Senior Developer,Cleveland,Ohio,
63-5538150,Alix Lebell,Accounting,Active,HQ,0,31,03-10-1991,Male,08-10-2010,Senior Developer,Cleveland,Ohio,
92-5421198,Dmitri Brawson,Accounting,Active,HQ,0,37,3/31/1985,Male,20-08-2011,Senior Developer,Cleveland,Ohio,
61-9127569,Karon Hugonin,Accounting,Active,HQ,0,34,05-07-1988,Male,08-09-2011,Senior Developer,Cleveland,Ohio,
25-6345695,Georas Pennigar,Accounting,Active,HQ,0,27,07-10-1995,Male,18-03-2019,Senior Developer,Cleveland,Ohio,
64-7769579,Titus Enga,Accounting,Active,HQ,0,21,05-12-2001,Male,03-10-2019,Senior Developer,Cleveland,Ohio,
76-5737971,Timofei Lehrahan,Accounting,Active,HQ,0,56,8/19/1966,Male,14-12-2019,Senior Developer,Cleveland,Ohio,
22-1870921,Philly Binnie,Accounting,Active,HQ,0,39,2/22/1983,Male,28-12-2019,Senior Developer,Cleveland,Ohio,
45-3821061,Lindsay Miliffe,Accounting,Active,HQ,0,28,3/26/1994,Male,27-02-2020,Senior Developer,Cleveland,Ohio,
41-0033853,Ase Rosekilly,Accounting,Active,HQ,0,41,12/19/1981,Male,28-08-2005,Senior Financial Analyst,Cleveland,Ohio,
25-1533189,Ronald Philipeaux,Accounting,Active,HQ,0,56,12-01-1966,Male,27-07-2012,Senior Quality Engineer,Cleveland,Ohio,
68-5849923,Kristopher Grimoldby,Accounting,Active,HQ,0,44,02-03-1978,Male,04-06-2015,Senior Quality Engineer,Cleveland,Ohio,
75-1565820,Carie McErlaine,Accounting,Active,HQ,0,20,04-01-2002,Male,10-05-2017,Senior Quality Engineer,Cleveland,Ohio,
57-3956865,Freemon Overshott,Accounting,Active,HQ,0,37,8/17/1985,Male,17-08-2001,Software Consultant,Cleveland,Ohio,
98-5036165,Mozes Peperell,Accounting,Active,HQ,0,53,8/21/1969,Male,23-12-2001,Software Consultant,Cleveland,Ohio,
61-9162221,Myrlene Kernaghan,Accounting,Active,HQ,0,45,5/26/1977,Male,26-04-2009,Software Consultant,Cleveland,Ohio,
08-9355665,Kenneth Eastgate,Accounting,Active,HQ,0,39,4/22/1983,Male,02-09-2010,Software Consultant,Cleveland,Ohio,
99-1995012,Bancroft MacCarrane,Accounting,Active,HQ,0,29,1/16/1993,Male,02-02-2012,Software Consultant,Cleveland,Ohio,
91-1094124,Tandy Slimings,Accounting,Active,HQ,0,53,10/20/1969,Male,05-06-2012,Software Consultant,Cleveland,Ohio,
42-9905826,Pattie Massot,Accounting,Active,HQ,0,50,11/26/1972,Male,05-09-2012,Software Consultant,Cleveland,Ohio,
38-6151708,Minnnie Wyley,Accounting,Active,HQ,0,37,9/30/1985,Male,16-09-2013,Software Consultant,Cleveland,Ohio,
65-4696729,Boonie Baptista,Accounting,Active,HQ,0,43,9/16/1979,Male,28-08-2015,Software Consultant,Cleveland,Ohio,
71-7198137,Simeon Kaaskooper,Accounting,Active,HQ,0,36,05-07-1986,Male,11-08-2018,Software Consultant,Cleveland,Ohio,
35-8924326,Marietta Pettman,Accounting,Active,HQ,0,42,03-09-1980,Male,12-01-2020,Software Consultant,Cleveland,Ohio,
18-5652863,Daisey McMichan,Accounting,Active,HQ,0,27,12/14/1995,Male,16-07-2020,Software Consultant,Cleveland,Ohio,
99-3924519,Sascha Cassedy,Accounting,Active,HQ,0,22,10-04-2000,Male,03-05-2003,Software Engineer I,Cleveland,Ohio,
39-0262039,Cookie Mundford,Accounting,Active,HQ,0,56,04-05-1966,Male,28-10-2004,Software Engineer I,Cleveland,Ohio,
18-1121267,Zorine Himsworth,Accounting,Active,HQ,0,32,1/13/1990,Male,26-02-2005,Software Engineer I,Cleveland,Ohio,
48-7694623,Billy Masser,Accounting,Active,HQ,0,37,04-04-1985,Male,14-03-2005,Software Engineer I,Cleveland,Ohio,
68-3384654,Trula Fancott,Accounting,Active,HQ,0,24,8/29/1998,Male,27-07-2006,Software Engineer I,Cleveland,Ohio,
04-9122557,Abbott Despenser,Accounting,Active,HQ,0,20,2/27/2002,Male,14-11-2008,Software Engineer I,Cleveland,Ohio,
36-8254180,Rea Tolliday,Accounting,Active,HQ,0,53,8/18/1969,Male,29-04-2009,Software Engineer I,Cleveland,Ohio,
33-0791718,Martita Carek,Accounting,Terminated,HQ,0,38,03-04-1984,Male,30-11-2009,Software Engineer I,Cleveland,Ohio,
28-9819317,Cassie Mangin,Accounting,Active,HQ,0,31,1/28/1991,Male,14-08-2011,Software Engineer I,Cleveland,Ohio,
67-5523982,Arnie Yearnes,Accounting,Active,HQ,0,36,12/13/1986,Male,30-04-2012,Software Engineer I,Cleveland,Ohio,
14-1969604,Kristine Meads,Accounting,Terminated,HQ,0,22,8/14/2000,Male,09-06-2012,Software Engineer I,Cleveland,Ohio,
41-5799574,Gelya Rolling,Accounting,Terminated,HQ,0,43,06-08-1979,Male,25-07-2012,Software Engineer I,Cleveland,Ohio,
41-3829559,Jewell Quarless,Accounting,Active,HQ,0,51,12/29/1971,Male,17-01-2013,Software Engineer I,Cleveland,Ohio,
93-4257109,Hayden McLeod,Accounting,Terminated,HQ,0,54,8/14/1968,Male,05-04-2013,Software Engineer I,Cleveland,Ohio,
15-5803210,Tanner Itzakovitz,Accounting,Terminated,HQ,0,25,12-04-1997,Male,09-11-2018,Software Engineer I,Cleveland,Ohio,
83-6506101,Gun Ledekker,Accounting,Active,HQ,0,35,06-11-1987,Male,13-02-2019,Software Engineer I,Cleveland,Ohio,
72-8948732,Irwinn Sigg,Accounting,Active,HQ,0,48,7/23/1974,Male,19-03-2019,Software Engineer I,Cleveland,Ohio,
28-9507488,Audy Viel,Accounting,Active,HQ,0,55,07-05-1967,Male,19-08-2020,Software Engineer I,Cleveland,Ohio,
84-1120013,Blair Jacquet,Accounting,Active,HQ,0,30,5/29/1992,Male,19-07-2009,Software Engineer II,Cleveland,Ohio,
63-2339200,Ida Vinecombe,Accounting,Active,HQ,0,33,1/28/1989,Male,01-10-2009,Software Engineer II,Cleveland,Ohio,
84-8952269,Delmore Mesant,Accounting,Active,HQ,0,41,10-12-1981,Male,24-11-2011,Software Engineer II,Cleveland,Ohio,
61-0883883,Cary Hobden,Accounting,Active,HQ,0,30,10/25/1992,Male,25-09-2013,Software Engineer II,Cleveland,Ohio,
74-9480126,Pyotr Dick,Accounting,Active,HQ,0,49,12/19/1973,Male,29-09-2015,Software Engineer II,Cleveland,Ohio,
93-2958376,Valli Loveless,Accounting,Terminated,HQ,0,47,4/30/1975,Male,26-06-2004,Software Engineer III,Cleveland,Ohio,
30-5011658,Artie Brazer,Accounting,Terminated,HQ,0,44,08-03-1978,Male,24-11-2007,Software Engineer III,Cleveland,Ohio,
97-2753728,Rhodia McDugal,Accounting,Terminated,HQ,0,29,3/25/1993,Male,13-02-2008,Software Engineer III,Cleveland,Ohio,
73-0113570,Audrye McRavey,Accounting,Active,HQ,0,40,2/13/1982,Male,16-05-2009,Software Engineer III,Cleveland,Ohio,
84-5939306,Dede Bartkiewicz,Accounting,Active,HQ,0,26,1/20/1996,Male,06-02-2010,Software Engineer III,Cleveland,Ohio,
95-5264720,Fallon Harnott,Accounting,Active,HQ,0,45,02-09-1977,Male,27-10-2001,Software Engineer IV,Cleveland,Ohio,
27-3262990,Ailis Cornick,Auditing,Active,HQ,0,46,10/27/1976,Male,27-09-2004,Software Engineer IV,Cleveland,Ohio,
72-1814353,Gracia Dybald,Auditing,Active,HQ,0,55,4/24/1967,Male,01-01-2006,Software Engineer IV,Cleveland,Ohio,
25-1326713,Marcy Rouf,Auditing,Active,HQ,0,44,04-02-1978,Male,15-11-2016,Software Engineer IV,Cleveland,Ohio,
18-3538043,Sarette Qusklay,Business Development,Active,HQ,0,33,07-01-1989,Male,16-03-2018,Software Engineer IV,Cleveland,Ohio,
51-1341092,Lucinda Petrushanko,Business Development,Active,HQ,0,55,9/23/1967,Male,02-04-2018,Software Engineer IV,Cleveland,Ohio,
91-5710234,Ashleigh Bockman,Business Development,Active,HQ,0,22,11/14/2000,Male,08-01-2005,Software Test Engineer I,Cleveland,Ohio,
15-1458620,Ara O'Luby,Business Development,Active,HQ,0,33,9/25/1989,Male,25-03-2006,Software Test Engineer I,Cleveland,Ohio,
22-8294360,Allene Barthot,Business Development,Active,HQ,0,40,11/20/1982,Male,17-04-2009,Software Test Engineer I,Cleveland,Ohio,
09-0471197,Betteanne Garrud,Business Development,Active,HQ,0,46,01-02-1976,Male,14-02-2004,Software Test Engineer II,Cleveland,Ohio,
05-6029128,Zed Antosch,Business Development,Active,HQ,0,26,8/19/1996,Male,15-03-2006,Software Test Engineer II,Cleveland,Ohio,
91-1876433,Marielle Dukelow,Business Development,Active,HQ,0,29,12/13/1993,Male,04-11-2012,Software Test Engineer II,Cleveland,Ohio,
63-0809455,Wyatt Osgorby,Business Development,Active,HQ,0,34,2/18/1988,Male,21-05-2020,Software Test Engineer II,Cleveland,Ohio,
35-8667951,Neale Ovenden,Business Development,Active,HQ,0,24,3/30/1998,Male,02-01-2004,Software Test Engineer III,Cleveland,Ohio,
69-2218886,Georgeanna Danilchik,Business Development,Active,HQ,0,26,07-05-1996,Male,01-10-2004,Software Test Engineer III,Cleveland,Ohio,
92-4333150,Tomasine Fallows,Business Development,Active,HQ,0,41,4/28/1981,Male,14-12-2004,Software Test Engineer III,Cleveland,Ohio,
76-0745701,Marthe Ludvigsen,Business Development,Active,HQ,0,24,08-09-1998,Male,15-10-2006,Software Test Engineer III,Cleveland,Ohio,
66-3628426,Annamarie Worsnop,Business Development,Active,HQ,0,39,02-04-1983,Male,22-05-2007,Software Test Engineer III,Cleveland,Ohio,
44-1095746,Stephana Ajam,Business Development,Active,HQ,0,35,2/16/1987,Male,31-01-2002,Software Test Engineer IV,Cleveland,Ohio,
16-6844527,Nerita Gotling,Business Development,Active,HQ,0,30,3/28/1992,Male,01-05-2002,Software Test Engineer IV,Cleveland,Ohio,
66-1994267,Christiana Japp,Business Development,Active,HQ,0,56,02-03-1966,Male,28-11-2003,Software Test Engineer IV,Cleveland,Ohio,
13-2933609,Federica Broomer,Business Development,Active,HQ,0,31,10-03-1991,Male,22-05-2004,Software Test Engineer IV,Cleveland,Ohio,
47-9263037,Marijn Oen,Business Development,Active,HQ,0,56,7/29/1966,Male,18-12-2006,Software Test Engineer IV,Cleveland,Ohio,
30-1476697,Horton Pfeuffer,Business Development,Active,HQ,0,38,9/15/1984,Male,17-07-2009,Software Test Engineer IV,Cleveland,Ohio,
62-8149847,Aubry Toderini,Business Development,Active,HQ,0,55,07-12-1967,Male,01-06-2014,Software Test Engineer IV,Cleveland,Ohio,
93-2776291,Emylee Steljes,Business Development,Active,HQ,0,35,05-10-1987,Male,28-04-2010,Staff Scientist,Cleveland,Ohio,
26-0554846,Isiahi Arton,Business Development,Active,HQ,0,43,08-05-1979,Male,13-07-2013,Staff Scientist,Cleveland,Ohio,
32-7019582,Donelle Corsar,Business Development,Active,HQ,0,45,12-01-1977,Male,22-03-2014,Staff Scientist,Cleveland,Ohio,
51-0165604,Ambur Matessian,Business Development,Active,HQ,0,42,02-03-1980,Male,15-10-2015,Statistician I,Cleveland,Ohio,
58-1153687,Chad Knibbs,Business Development,Active,HQ,0,28,06-08-1994,Male,04-07-2004,Structural Analysis Engineer,Cleveland,Ohio,
33-7003272,Cherey Edelheit,Business Development,Active,HQ,0,41,7/23/1981,Male,26-01-2005,Structural Analysis Engineer,Cleveland,Ohio,
18-6319073,Cullan Padly,Business Development,Active,HQ,0,49,6/28/1973,Male,25-07-2010,Structural Engineer,Cleveland,Ohio,
91-1643093,Sonnie Ledwidge,Business Development,Active,HQ,0,56,12/22/1966,Male,08-10-2019,Structural Engineer,Cleveland,Ohio,
84-0676677,Kathye Kemwal,Business Development,Terminated,HQ,0,22,08-01-2000,Male,26-12-2000,Systems Administrator I,Cleveland,Ohio,
20-0011833,Riley Soppit,Business Development,Terminated,HQ,0,42,4/20/1980,Male,14-01-2001,Systems Administrator I,Cleveland,Ohio,
36-7183159,Darrell Jefferys,Business Development,Terminated,HQ,0,22,8/26/2000,Male,03-09-2001,Systems Administrator I,Cleveland,Ohio,
64-4782365,Gerrie Laise,Business Development,Active,HQ,0,45,10-02-1977,Male,27-03-2002,Systems Administrator I,Cleveland,Ohio,
07-7506459,Brok Sanham,Business Development,Active,HQ,0,38,1/16/1984,Male,17-11-2003,Systems Administrator I,Cleveland,Ohio,
13-7523563,Dolf Bootton,Business Development,Active,HQ,0,31,6/21/1991,Male,16-06-2004,Systems Administrator I,Cleveland,Ohio,
22-3092287,Ariel Iles,Business Development,Active,HQ,0,35,2/16/1987,Male,16-07-2005,Systems Administrator I,Cleveland,Ohio,
81-3241860,Brynne Weston,Business Development,Active,HQ,0,28,6/29/1994,Male,04-03-2008,Systems Administrator I,Cleveland,Ohio,
81-1648517,Cara Machon,Business Development,Active,HQ,0,28,05-08-1994,Male,02-02-2009,Systems Administrator I,Cleveland,Ohio,
49-3914915,Maisie Tippin,Business Development,Active,HQ,0,29,1/21/1993,Male,16-11-2009,Systems Administrator I,Cleveland,Ohio,
78-6536340,Dolorita Jenno,Business Development,Active,HQ,0,45,12-08-1977,Male,17-11-2009,Systems Administrator I,Cleveland,Ohio,
66-2815623,Dulcinea Kleinzweig,Business Development,Active,HQ,0,28,7/14/1994,Male,29-09-2010,Systems Administrator I,Cleveland,Ohio,
69-5714662,Heloise Krienke,Business Development,Active,HQ,0,51,3/13/1971,Male,15-01-2011,Systems Administrator I,Cleveland,Ohio,
35-4171516,Penn Rottgers,Business Development,Active,HQ,0,42,7/18/1980,Male,06-05-2011,Systems Administrator I,Cleveland,Ohio,
72-9123825,Patti Carnalan,Business Development,Active,HQ,0,26,03-04-1996,Male,27-05-2011,Systems Administrator I,Cleveland,Ohio,
88-3021003,Arv Clowser,Business Development,Active,HQ,0,32,5/22/1990,Male,19-03-2012,Systems Administrator I,Cleveland,Ohio,
84-0117468,Zak Laise,Business Development,Active,HQ,0,46,7/18/1976,Male,11-01-2013,Systems Administrator I,Cleveland,Ohio,
99-0039292,Marcello Summersby,Business Development,Active,HQ,0,41,10/19/1981,Male,15-01-2013,Systems Administrator I,Cleveland,Ohio,
31-4753940,Nedi Rayment,Business Development,Active,HQ,0,38,5/20/1984,Male,24-08-2015,Systems Administrator I,Cleveland,Ohio,
52-4893213,Keeley Galletly,Business Development,Active,HQ,0,56,11-08-1966,Male,18-01-2016,Systems Administrator I,Cleveland,Ohio,
18-2879246,Mavis Blasing,Business Development,Active,HQ,0,28,05-09-1994,Male,06-03-2017,Systems Administrator I,Cleveland,Ohio,
59-1543808,Mark Skeffington,Business Development,Active,HQ,0,31,3/18/1991,Male,04-07-2019,Systems Administrator I,Cleveland,Ohio,
32-6732993,Sande Wilfinger,Business Development,Active,HQ,0,32,5/31/1990,Male,31-08-2019,Systems Administrator I,Cleveland,Ohio,
48-6109736,Vinnie Rusted,Business Development,Active,HQ,0,22,9/16/2000,Male,16-10-2020,Systems Administrator I,Cleveland,Ohio,
08-7116361,Gardie Tumpane,Business Development,Active,HQ,0,51,2/16/1971,Male,07-05-2019,Systems Administrator II,Cleveland,Ohio,
56-8845858,Aaron Horche,Business Development,Active,HQ,0,36,11-05-1986,Male,31-01-2020,Systems Administrator II,Cleveland,Ohio,
73-1468834,Jeane Attac,Business Development,Active,HQ,0,41,11/24/1981,Male,21-05-2010,Systems Administrator III,Cleveland,Ohio,
29-4170915,Kipper Emps,Business Development,Active,HQ,0,31,3/17/1991,Male,09-03-2011,Systems Administrator III,Cleveland,Ohio,
12-0282371,Elnar Menhci,Business Development,Active,HQ,0,41,6/25/1981,Male,19-10-2012,Systems Administrator III,Cleveland,Ohio,
97-6713321,Jozef Morby,Business Development,Active,HQ,0,25,04-01-1997,Male,14-08-2016,Systems Administrator III,Cleveland,Ohio,
31-0444973,Elly Petegrew,Business Development,Active,HQ,0,36,01-08-1986,Male,05-05-2020,Systems Administrator III,Cleveland,Ohio,
82-9189874,Kiah Govier,Business Development,Active,HQ,0,24,4/28/1998,Male,19-06-2013,Systems Administrator IV,Cleveland,Ohio,
99-3424355,Dari Stammer,Business Development,Active,HQ,0,29,7/28/1993,Male,27-06-2013,VP Quality Control,Cleveland,Ohio,
49-0474361,Janina Momery,Business Development,Active,HQ,0,25,1/28/1997,Male,23-08-2012,Web Designer I,Cleveland,Ohio,
79-4749252,Lyndsay Jumeau,Business Development,Active,HQ,0,31,10-03-1991,Male,23-01-2017,Web Designer I,Cleveland,Ohio,
22-8000645,Eada Vye,Business Development,Active,HQ,0,41,3/17/1981,Male,12-05-2017,Web Designer II,Cleveland,Ohio,
51-0073359,Lebbie Ricardo,Business Development,Active,HQ,0,42,10/23/1980,Male,26-04-2020,Web Designer II,Cleveland,Ohio,
80-5285819,Hesther Dealtry,Business Development,Active,HQ,0,56,1/25/1966,Male,04-10-2013,Web Developer I,Cleveland,Ohio,
37-1394122,Deina Vernau,Business Development,Active,HQ,0,35,4/21/1987,Male,12-11-2013,Web Developer I,Cleveland,Ohio,
82-5032401,Cheslie Broker,Business Development,Active,HQ,0,35,04-12-1987,Male,20-06-2005,Web Developer II,Cleveland,Ohio,
91-7358452,Joanna Clarycott,Business Development,Terminated,HQ,0,29,10/17/1993,Male,28-10-2005,Web Developer II,Cleveland,Ohio,
63-0859255,Balduin Kidde,Business Development,Terminated,HQ,0,31,10-02-1991,Male,27-04-2007,Web Developer II,Cleveland,Ohio,
67-7939480,Ingeberg Wistance,Business Development,Active,HQ,0,29,10/14/1993,Male,26-08-2007,Web Developer II,Cleveland,Ohio,
17-2744487,Natty Bento,Engineering,Active,HQ,0,56,3/29/1966,Male,17-08-2003,Web Developer III,Cleveland,Ohio,
24-7963773,Lebbie McConway,Engineering,Terminated,HQ,0,31,03-04-1991,Male,23-08-2013,Web Developer III,Cleveland,Ohio,
40-2576778,Alika McNeilly,Engineering,Active,HQ,0,54,4/29/1968,Male,09-05-2018,Web Developer III,Cleveland,Ohio,
37-5038200,Jeremie Dugall,Engineering,Active,HQ,0,27,6/29/1995,Male,29-05-2019,Web Developer IV,Cleveland,Ohio,
65-4552380,Francyne Conningham,Engineering,Active,HQ,0,36,8/18/1986,Male,18-07-2019,Web Developer IV,Cleveland,Ohio,
90-9973753,Trina Fanton,Engineering,Active,HQ,0,29,6/19/1993,Male,15-06-2002,HR Manager,Cleveland,Ohio,
23-8924343,Clarette Finch,Engineering,Active,HQ,0,29,05-12-1993,Male,04-07-2004,HR Manager,Cleveland,Ohio,
18-8881518,Lira Ricciardo,Engineering,Active,HQ,0,46,1/13/1976,Male,16-03-2006,HR Manager,Cleveland,Ohio,
68-6236992,Zorina Ratchford,Engineering,Active,HQ,0,20,10-05-2002,Male,31-10-2008,HR Manager,Cleveland,Ohio,
39-6355413,Karole Sindall,Engineering,Active,HQ,0,40,10/14/1982,Male,26-11-2014,HR Manager,Cleveland,Ohio,
79-7601372,Paule Broggetti,Engineering,Active,HQ,0,21,10-11-2001,Male,22-04-2016,HR Manager,Cleveland,Ohio,
95-3378915,Salaidh Braywood,Engineering,Active,HQ,0,43,08-08-1979,Male,29-10-2019,HR Manager,Cleveland,Ohio,
17-3915771,Ulrika Bortolazzi,Engineering,Active,HQ,0,27,2/26/1995,Male,14-02-2001,Human Resources Analyst,Cleveland,Ohio,
89-4659397,Berk Biaggelli,Engineering,Active,HQ,0,43,04-12-1979,Male,02-04-2001,Human Resources Analyst,Cleveland,Ohio,
74-8039313,Ardene Degoix,Engineering,Active,HQ,0,43,5/27/1979,Male,09-10-2001,Human Resources Analyst,Cleveland,Ohio,
14-0588409,Basil Ivain,Engineering,Active,HQ,0,24,5/26/1998,Male,22-03-2003,Human Resources Analyst,Cleveland,Ohio,
63-1603693,Dorelia Trelevan,Engineering,Active,HQ,0,32,04-09-1990,Male,12-08-2004,Human Resources Analyst,Cleveland,Ohio,
56-2469845,Gwenni Tatlock,Engineering,Active,HQ,0,36,5/29/1986,Male,06-11-2007,Human Resources Analyst,Cleveland,Ohio,
17-7798953,Mufinella Spire,Engineering,Terminated,HQ,0,54,12/30/1968,Male,03-08-2008,Human Resources Analyst,Cleveland,Ohio,
30-2837442,Anni Dyka,Engineering,Terminated,HQ,0,39,2/23/1983,Male,18-05-2011,Human Resources Analyst,Cleveland,Ohio,
57-0018229,Leontine Filippi,Engineering,Terminated,HQ,0,39,6/29/1983,Male,18-05-2012,Human Resources Analyst,Cleveland,Ohio,
71-5013136,Bethanne Martini,Engineering,Active,HQ,0,28,11-02-1994,Male,22-08-2013,Human Resources Analyst,Cleveland,Ohio,
12-4862556,Dante Drews,Engineering,Active,HQ,0,43,02-10-1979,Male,19-09-2013,Human Resources Analyst,Cleveland,Ohio,
19-1303362,Yasmin Badam,Engineering,Active,HQ,0,54,11-03-1968,Male,29-07-2014,Human Resources Analyst,Cleveland,Ohio,
93-2545686,Ayn Saile,Engineering,Active,HQ,0,46,01-02-1976,Male,04-08-2014,Human Resources Analyst,Cleveland,Ohio,
97-0599289,Friederike Greenhowe,Engineering,Active,HQ,0,47,12-08-1975,Male,22-09-2015,Human Resources Analyst,Cleveland,Ohio,
35-1343666,Dosi Bourgeois,Engineering,Active,HQ,0,36,08-05-1986,Male,18-12-2015,Human Resources Analyst,Cleveland,Ohio,
35-9686267,Glyn Kubista,Engineering,Active,HQ,0,26,12/15/1996,Male,04-02-2018,Human Resources Analyst,Cleveland,Ohio,
92-6888674,Marsiella Marde,Engineering,Active,HQ,0,55,5/23/1967,Male,22-11-2018,Human Resources Analyst,Cleveland,Ohio,
23-6995703,Clarice Lyster,Engineering,Active,HQ,0,53,03-08-1969,Male,03-07-2019,Human Resources Analyst,Cleveland,Ohio,
09-1988432,Regan Hansill,Engineering,Active,HQ,0,55,7/17/1967,Male,14-08-2019,Human Resources Analyst,Cleveland,Ohio,
80-2189502,Bethina Melior,Engineering,Active,HQ,0,56,7/13/1966,Male,01-10-2019,Human Resources Analyst,Cleveland,Ohio,
77-7321800,Grove Pheasant,Engineering,Active,HQ,0,29,1/22/1993,Male,19-12-2019,Human Resources Analyst,Cleveland,Ohio,
18-0457218,Rene Fripps,Engineering,Active,HQ,0,50,12/28/1972,Male,20-06-2002,Human Resources Analyst II,Cleveland,Ohio,
43-9735648,Hobart Canniffe,Engineering,Active,HQ,0,53,4/29/1969,Male,14-08-2003,Human Resources Analyst II,Cleveland,Ohio,
